Day;DateReported;LastContactDaySimulation;LastContactDay;EventDate;IdCase;IdPerson;Intensity;TypeOfContact;IdPlace;CaseFam;CaseFirstName;CaseLastName;CaseSex;CaseOccupation;CaseAge;CaseDateOfBirth;CaseMaritalState;CasePhone1;CasePhone1Type;CasePhone2;CasePhone2Type;CaseEMail;CaseIdPlace;CaseIdLGAGeo;CaseState;CaseStateShort;CaseLGA;CaseLGAShort;CaseIdLGA;CaseIdPlaceLGA;CaseLon;CaseLat;CaseLocality;CaseStreet;CaseTypeOfPlace;Fam;FirstName;LastName;Sex;Occupation;Age;DateOfBirth;MaritalState;Phone1;Phone1Type;Phone2;Phone2Type;EMail;IdPlace;IdLGAGeo;State;StateShort;LGA;LGAShort;IdLGA;IdPlaceLGA;Lon;Lat;Locality;Street;TypeOfPlace;EventIdLGAGeo;EventState;EventStateShort;EventLGA;EventLGAShort;EventIdLGA;EventIdPlaceLGA;EventLon;EventLat;EventLocality;EventStreet;EventTypeOfPlace;EventPlaceName;IdUser
17;2015-06-17;5;10;2015-06-10;3842;3679;1;touched the body fluids of the case (blood, vomit, saliva, urine, feces);5344;289;Chidima;Ahman;female;jewellery maker;35;1980-11-05;single (not living common law);+234-703-8774260;mobile;038-4721640;landline;c.ahman@snft.net;5427;334;Oyo;OY;Ibadan North West;NRK;14;227;7.383734370263777;3.878585407084479;Ibadan;Augustine Agbo Street;Home;53;Esema;Gumba;male;physician;50;1964-06-28;living common law;0708-4398796;mobile;;;e.gumba@snft.org;5185;360;Oyo;OY;Irepo;KSH;13;385;9.042888109221668;3.916769774468438;Duroye;Yemi Adetayo Street;Home;334;Oyo;OY;Ibadan North West;NRK;14;144;7.396236747124895;3.8841076063021216;Jericho;Yobe Close;Hospital;Akere Health Centre;SUO-OY-NRK-1
17;2015-06-17;7;11;2015-06-11;2971;2862;4;slept, ate, or spent time in the same household or room as the case;4115;289;Adama;Ahman;female;specialist in animal husbandry (livestock specialist);44;1970-07-15;single (not living common law);+234-805-2903660;mobile;;;adama.ahman@snft.ng;4187;143;Oyo;OY;Atiba;FMT;11;187;8.5275806560496;3.884694119418616;Igbo Kekere;Owen Street;Home;564;Ibinabo;Aromire;male;telecommunications installation and repair technician;29;1986-02-04;divorced (not living common law);0809-5845324;mobile;;;i.aromire@snft.org;4037;143;Oyo;OY;Atiba;FMT;11;37;8.245118095207012;3.7865693529107842;Onire;Dayo Akinyele Street;Home;143;Oyo;OY;Atiba;FMT;11;115;8.37574729949377;3.7806731093538612;Agbedegun;Madaki Road;Hospital;Raga Dispensary;SUO-OY-FMT-1
17;2015-06-17;9;12;2015-06-12;650;543;2;had direct physical contact with the body of the case (alive or dead);1068;378;Ching;Imasuen;male;school pupil;17;1997-11-25;divorced (not living common law);+234-706-3043802;mobile;;;ching.imasuen@sormas.edu;875;268;Kano;KN;Gwarzo;GRZ;3;75;11.84789761359523;7.946523944612455;Kumbawa;Augustine Onwalu Street;Home;264;Omoregie;Odofin;male;school pupil;17;1998-01-24;married (and not separated);064-7914639;landline;+234-64-4421800;landline;omoregie.odofin@sormas.org;699;296;Kano;KN;Dawakin Tofa;DTF;2;299;12.203504145295256;8.517935192750196;Badume;Obi Akuma Street;Home;268;Kano;KN;Gwarzo;GRZ;3;268;11.997484986829882;7.926614087026785;Yan Turu;Faskari Crescent;Hospital;Kara Primary Health Centre;SUO-KN-GRZ-1
17;2015-06-17;14;17;2015-06-17;338;280;3;touched or shared the linens, clothes, or dishes of the case;67;367;Chimere;Lanlehin;male;press officer (public relations officer);43;1971-01-08;living common law;064-5301723;landline;+234-64-6522520;landline;chimere.lanlehin@sormas-n.com;467;296;Kano;KN;Dawakin Tofa;DTF;2;67;12.15581830643491;8.47918784469774;Dungurawa;Oke Awanu Street;Home;448;Chioma;Inyam;female;milling-machine operator;37;1977-07-31;separated (not living common law);+234-803-1976506;mobile;;;chioma.inyam@snft.com;135;735;Kano;KN;Albasu;ABS;1;135;11.647588510852325;9.082654857404346;Hausawa Hadi;Chief Peter Iloka Lane;Home;735;Kano;KN;Albasu;ABS;1;67;11.64764996659557;9.072537872314957;Faragai;Igbinidu Street;Hospital;Hungu Health Post;COO-KN-DTF-1
18;2015-06-18;0;8;2015-06-08;343;342;2;had direct physical contact with the body of the case (alive or dead);471;184;Olubowale;Trill;male;apprentice;15;1999-09-11;single (not living common law);064-8743577;landline;;;o.trill@snft.com;472;296;Kano;KN;Dawakin Tofa;DTF;2;72;12.02922814722859;8.400787499192354;Daminawa;Sankore Avenue;Home;631;Omoregie;Osanebi;male;nurse;23;1992-04-20;single (not living common law);0802-7384042;mobile;;;omoregie.osanebi@snft.org;471;296;Kano;KN;Dawakin Tofa;DTF;2;71;12.167766620147844;8.42850369537893;Tudun Fulani;Wokemba Street;Home;296;Kano;KN;Dawakin Tofa;DTF;2;71;12.167766620147844;8.42850369537893;Tudun Fulani;Wokemba Street;Home;;SUO-KN-DTF-1
18;2015-06-18;0;8;2015-06-08;1666;1725;4;slept, ate, or spent time in the same household or room as the case;2313;111;Ugoh;Ayeni;male;car mechanic ;27;1987-11-20;widowed (not living common law);+234-813-8836393;mobile;+234-805-6763269;mobile;ugoh.ayeni@ebokon.ng;2338;752;Kano;KN;Nassarawa;NSR;6;338;12.036685258696185;8.547082069816147;Badawa;Omoregbe Avenue;Home;351;Olubowale;Salami;male;teacher;24;1990-07-31;living common law;+234-802-2616553;mobile;;;olubowale.salami@sormas.ng;2184;752;Kano;KN;Nassarawa;NSR;6;184;12.046883516320877;8.554548808474058;Gyadi-Gyadin Kudu;Nnamani Drive;Home;752;Kano;KN;Nassarawa;NSR;6;313;12.009425547838024;8.557479539420672;Gyadi-Gyadin Arewa;Bishop Fashoro Street;Hospital;Dalal Primary Health Centre;SUO-KN-NSR-1
18;2015-06-18;0;8;2015-06-08;1806;1805;2;had direct physical contact with the body of the case (alive or dead);2505;739;Oluwaseyi;Alaoakala;female;burial service;57;1957-09-21;living common law;+234-809-8846299;mobile;0813-2712640;mobile;oluwaseyi.alaoakala@snft.net;2506;331;Kano;KN;Tarauni;TRN;7;106;11.953031275997636;8.554899522568649;Unguwar Tijjani Maibu;Onyuike Street;Home;371;Ldemudia;Omotosho;male;teacher;54;1961-07-05;divorced (not living common law);064-5303497;landline;0802-9946821;mobile;ldemudia.omotosho@snft.com;2503;331;Kano;KN;Tarauni;TRN;7;103;11.965319565316417;8.555630671339635;Kundila Phase 3;Ozubulu Close;Home;331;Kano;KN;Tarauni;TRN;7;105;11.950405233841032;8.543191959283785;Hausawa;First Avenue;Hospital;Yankatsare Health Post;SUO-KN-TRN-1
18;2015-06-18;0;8;2015-06-08;2887;2886;1;touched the body fluids of the case (blood, vomit, saliva, urine, feces);4068;200;Ijeoma;Aileru;female;physician;25;1989-06-30;married (and not separated);038-7467746;landline;+234-813-9196833;mobile;ijeoma.aileru@sormas-n.ng;4069;143;Oyo;OY;Atiba;FMT;11;69;8.144750698176644;3.8515279846026957;Ajombadi;Linus Eze Street;Home;55;Oluwatofunmi;Obiajunwa;female;multimedia designer;36;1979-01-04;widowed (not living common law);+234-806-8400351;mobile;0809-4574586;mobile;oluwatofunmi.obiajunwa@sormas.org;4119;143;Oyo;OY;Atiba;FMT;11;119;7.973334520121797;4.005819116779594;Dahunsi;Mike Akhigbe Way;Home;143;Oyo;OY;Atiba;FMT;11;68;8.000752864283331;3.9679675730237505;Agbanlamigo;Green Roof Estate Road;Hospital;Wanbanto Health Post;COO-OY-FMT-1
18;2015-06-18;1;8;2015-06-08;543;654;4;slept, ate, or spent time in the same household or room as the case;750;264;Omoregie;Odofin;male;school pupil;17;1998-01-24;married (and not separated);064-7914639;landline;+234-64-4421800;landline;omoregie.odofin@sormas.org;699;296;Kano;KN;Dawakin Tofa;DTF;2;299;12.203504145295256;8.517935192750196;Badume;Obi Akuma Street;Home;151;Olori;Iworima;female;judge;60;1954-06-11;divorced (not living common law);+234-64-4907622;landline;;;o.iworima@ebokon.ng;1119;268;Kano;KN;Gwarzo;GRZ;3;319;11.918955483759097;8.07107619078884;Kayu;Obiagu Ituku Street;Home;296;Kano;KN;Dawakin Tofa;DTF;2;350;12.060683500393454;8.396614797618248;Kera;Eko Club close;Hospital;Gawon Bature Health Post;SUO-KN-DTF-1
18;2015-06-18;1;8;2015-06-08;2810;2976;2;had direct physical contact with the body of the case (alive or dead);3962;794;Akaazua;Okogha;male;student;21;1993-06-27;married (and not separated);+234-807-4562010;mobile;;;akaazua.okogha@sormas-n.ng;3960;614;Oyo;OY;Ibarapa North;AYT;10;360;7.620224206262018;3.1697218977355153;Ajegunle;Olofin Street;Home;140;Olubowale;Ameh;male;school pupil;12;2002-11-07;single (not living common law);+234-801-4740582;mobile;;;o.ameh@snft.net;4202;143;Oyo;OY;Atiba;FMT;11;202;8.352652784558718;3.8835998339949014;Orokoroko;Wilson Close;Home;614;Oyo;OY;Ibarapa North;AYT;10;362;7.657049468591279;3.1734447046391185;Oniwafin Tapa;Sister Akunna Chike Street;Place of Worship;Ibrahim Niyas Mosque;SUO-OY-AYT-1
18;2015-06-18;1;8;2015-06-08;2843;2785;5;;3924;415;Chiburem;Akilu;female;film or videotape editor;46;1969-02-25;married (and not separated);+234-38-4821420;landline;;;c.akilu@ebokon.ng;4297;143;Oyo;OY;Atiba;FMT;11;297;8.009801583292528;3.929934889875711;Abodere Oridokun;Dr Ugo Wudo Rd;Home;796;Jomiloju;Fidelis;male;art critic and historian;25;1989-06-17;single (not living common law);+234-813-3636894;mobile;;;jomiloju.fidelis@ebokon.ng;3922;614;Oyo;OY;Ibarapa North;AYT;10;322;7.722909485180189;3.163023442892427;Apata Omoeiye;Obong Road;Home;614;Oyo;OY;Ibarapa North;AYT;10;324;7.554810150474113;3.2392719215326755;Dagbolu;Commercial way;Hospital;Tando Health Post;SUO-OY-AYT-1
18;2015-06-18;1;8;2015-06-08;4077;4021;2;had direct physical contact with the body of the case (alive or dead);5699;199;Chinaware;Anyaoku;male;tracklayer;18;1997-01-22;living common law;0805-4434788;mobile;;;chinaware.anyaoku@snft.org;5854;466;Oyo;OY;Ibarapa East;RUW;15;254;7.515050377721696;3.549408217130253;Eleyele;Igbinovia street;Home;487;Omolade;Ekubia;male;pipe fitter;40;1974-11-13;married (and not separated);038-9919172;landline;+234-805-2842126;mobile;omolade.ekubia@ebokon.com;5994;466;Oyo;OY;Ibarapa East;RUW;15;394;7.416253714311175;3.5040704700603733;Oyesorun;Omorodion Street;Home;466;Oyo;OY;Ibarapa East;RUW;15;99;7.46985009264545;3.5148439416295125;Langila;Udoji Street;Place of Worship;Chosen Vessels Assembly;SUO-OY-RUW-1
18;2015-06-18;2;9;2015-06-09;2378;2265;2;had direct physical contact with the body of the case (alive or dead);3182;584;Afulenu;Orode;female;audio graphic designer;39;1976-07-01;living common law;0703-1738842;mobile;;;afulenu.orode@ebokon.com;3343;621;Oyo;OY;Ibadan North East;AGG;9;143;7.37143328776675;3.9245113189311747;Madeko;Kabiyesi Street;Home;204;Eno-Obong;Kama;female;mining rescue worker (mining rescuer);37;1978-07-01;married (and not separated);+234-64-556080;landline;+234-703-5654050;mobile;eno-obong.kama@ebokon.org;3187;760;Kano;KN;Ungogo;UGG;8;387;12.05570189189165;8.48728813317253;Unguwar Uku;Nwume Drive;Home;760;Kano;KN;Ungogo;UGG;8;382;12.021082303684157;8.517574058377184;Danguguwa;Mgboko Close;Home;;SUO-KN-UGG-1
18;2015-06-18;3;9;2015-06-09;43;4496;5;;66;509;Fanique;Inoniyegha;female;nurse;34;1980-12-12;married (and not separated);+234-64-1321386;landline;+234-818-1113023;mobile;fanique.inoniyegha@snft.com;68;735;Kano;KN;Albasu;ABS;1;68;11.678200936948109;9.063105116491029;Ungwan Kuka;Abakiliki Road;Home;276;Plangnan;Iyam;female;school pupil;12;2002-10-24;single (not living common law);0809-9948290;mobile;;;plangnan.iyam@sormas.net;6386;491;Oyo;OY;Saki West;SHK;16;386;8.597190495688483;3.2944297974488164;Budoayiki;Chartered Bank Close;Home;735;Kano;KN;Albasu;ABS;1;66;11.658603311578347;9.184421036261387;Albasu;S.M. Orija Street Line 1;Hospital;Takai Nysc General Hospital;SUO-KN-ABS-1
18;2015-06-18;4;10;2015-06-10;1190;1066;3;touched or shared the linens, clothes, or dishes of the case;1406;513;Olatunji;Rumfa;male;animator;51;1963-06-22;divorced (not living common law);+234-706-7804350;mobile;;;olatunji.rumfa@ebokon.net;1650;764;Kano;KN;Kiru;KKU;5;50;11.687348719716008;8.215657492660304;Dumi;Idiale Str;Home;356;Gbolagade;Orakwue;male;company lawyer;32;1983-04-20;single (not living common law);+234-809-8672482;mobile;;;gbolagade.orakwue@snft.ng;1416;766;Kano;KN;Kumbotso;KBT;4;216;11.91416475574443;8.526420723520445;Chalawa;Chief Bartholomeu Edeh Close;Home;766;Kano;KN;Kumbotso;KBT;4;206;11.92675649287023;8.557886050418325;Tamburawa;Owerri-Ani link Road;Hospital;Unguwar Rimi Health Post;SUO-KN-KBT-1
18;2015-06-18;5;10;2015-06-10;416;356;3;touched or shared the linens, clothes, or dishes of the case;650;412;Obioma;Igiebor;female;property manager;24;1990-08-23;living common law;0708-7817836;mobile;0708-9792960;mobile;obioma.igiebor@snft.net;570;296;Kano;KN;Dawakin Tofa;DTF;2;170;12.220000189702004;8.420510146311827;Tudun Fulani;Aso Drive;Home;109;Yahaya;Ekwueme;male;aerial rigger;49;1966-03-03;divorced (not living common law);064-1422591;landline;;;yahaya.ekwueme@ebokon.com;431;296;Kano;KN;Dawakin Tofa;DTF;2;31;12.205861330297601;8.506774173792305;Geza Yangia;Dan Musa Road;Home;296;Kano;KN;Dawakin Tofa;DTF;2;250;12.115161245560078;8.333225070048726;Badume;Arugbo Ola Street;Home;;SUO-KN-DTF-1
18;2015-06-18;5;10;2015-06-10;4079;3962;1;touched the body fluids of the case (blood, vomit, saliva, urine, feces);5623;536;Chibuzoa;Bissong;female;police officer;35;1980-06-04;widowed (not living common law);+234-801-4943695;mobile;+234-705-9845813;mobile;chibuzoa.bissong@sormas.edu;5812;466;Oyo;OY;Ibarapa East;RUW;15;212;7.5229925654672645;3.42253228351926;Adeagbo;Trans-Woji Road;Home;315;Obiora;Amodu;male;ship's officer ;53;1962-04-02;married (and not separated);038-8809603;landline;;;obiora.amodu@sormas.edu;5665;466;Oyo;OY;Ibarapa East;RUW;15;65;7.457624623421655;3.4546423945417777;Temidire;Onakoya Street;Home;466;Oyo;OY;Ibarapa East;RUW;15;23;7.417729602090053;3.4799066396823655;Adedigba;Iron Bar Street;School;Tony Chetta Collage;SUO-OY-RUW-1
18;2015-06-18;7;11;2015-06-11;261;205;5;;364;496;Enweliku;Sani;male;priest or minister of religion (clergyman or -woman);43;1972-11-05;married (and not separated);+234-813-9883004;mobile;+234-803-5568646;mobile;enweliku.sani@sormas.net;361;735;Kano;KN;Albasu;ABS;1;361;11.623485979961938;9.128142182405803;Sarina;Monrovia Street;Home;703;Obiora;Obasanjo;male;rail vehicle mechanic;61;1954-10-04;separated (not living common law);+234-806-9729385;mobile;0705-7726426;mobile;obiora.obasanjo@sormas.ng;282;735;Kano;KN;Albasu;ABS;1;282;11.713258253606224;9.129138103731849;Daho;Sir Charles Ozoude Street;Home;735;Kano;KN;Albasu;ABS;1;364;11.568167248043917;9.130606000222516;Sakwaya;Yahaya Crescent;Hospital;Sarina Health Post;SUO-KN-ABS-1
18;2015-06-18;7;11;2015-06-11;1569;1616;1;touched the body fluids of the case (blood, vomit, saliva, urine, feces);2092;122;Olubowale;Oyedepo;male;high-rise work specialist (steeplejack);36;1979-01-26;living common law;+234-818-7440907;mobile;;;olubowale.oyedepo@sormas-n.ng;2172;752;Kano;KN;Nassarawa;NSR;6;172;12.019832434248457;8.546639080121507;Hausawa;Dr Abba Z. Umar Link;Home;325;Adze;Ajunwa;male;ice-cream maker;46;1968-06-07;married (and not separated);0806-4614286;mobile;;;adze.ajunwa@snft.ng;2250;752;Kano;KN;Nassarawa;NSR;6;250;12.019106341898686;8.568544312174206;Maganda;Ezenwere Close;Home;752;Kano;KN;Nassarawa;NSR;6;92;12.007157450305986;8.56004523656718;Walalambe;Egbor Str Legemah Way;School;Abbas Maje Nassarawa Secondary Secondary;SUO-KN-NSR-1
18;2015-06-18;7;11;2015-06-11;2847;3020;4;slept, ate, or spent time in the same household or room as the case;4015;351;Blessing;Salami;male;burial service;46;1969-03-05;married (and not separated);0705-5573441;mobile;0807-3164048;mobile;b.salami@snft.ng;4202;143;Oyo;OY;Atiba;FMT;11;202;8.352652784558718;3.8835998339949014;Orokoroko;Wilson Close;Home;165;Ijeoma;Latifu;female;soldier;25;1989-11-11;single (not living common law);+234-803-7578152;mobile;0809-6318280;mobile;ijeoma.latifu@sormas.org;4377;143;Oyo;OY;Atiba;FMT;11;377;8.248047373447505;3.973273723347118;Idode;Azare - Ndiragina Road;Home;143;Oyo;OY;Atiba;FMT;11;15;8.452894229186874;3.8556613163522733;Simbi;Makurdi Street;Hospital;Gameru Dispensary;SUO-OY-FMT-1
18;2015-06-18;8;12;2015-06-12;4292;4449;4;slept, ate, or spent time in the same household or room as the case;6081;255;Gberbo;Esehagu;female;nurse;58;1956-06-23;single (not living common law);0705-5182178;mobile;0809-3601051;mobile;gberbo.esehagu@ebokon.ng;6336;491;Oyo;OY;Saki West;SHK;16;336;8.489394998722885;3.224280854260279;Boda;Umuamoha Close;Home;3;Ugochukwu ;Egerega;male;teacher;50;1965-01-25;widowed (not living common law);+234-38-2197218;landline;+234-38-9145652;landline;ugochukwu .egerega@ebokon.ng;6320;491;Oyo;OY;Saki West;SHK;16;320;8.569254253464742;3.161379414199085;Sabe;Notre Dame Close;Home;491;Oyo;OY;Saki West;SHK;16;81;8.647250454736648;2.962579263440226;Mua;Kpadeli Street;Place of Worship;Light Of Joy Cherubim Church;SUO-OY-SHK-1
18;2015-06-18;8;12;2015-06-12;4499;4394;4;slept, ate, or spent time in the same household or room as the case;72;610;Karombie;Oparathompson;male;physician;31;1984-04-27;widowed (not living common law);038-2685821;landline;;;k.oparathompson@ebokon.edu;6390;491;Oyo;OY;Saki West;SHK;16;390;8.531230514477247;3.102860826102067;Sabe;Obakhavbaye Street;Home;630;Clinton;Rasaki;male;anthropologist;43;1971-07-16;single (not living common law);0801-3923550;mobile;+234-802-6317647;mobile;clinton.rasaki@sormas.edu;6233;491;Oyo;OY;Saki West;SHK;16;233;8.627785667671038;2.9246820375405416;Bawe;Ubaka Street;Home;735;Kano;KN;Albasu;ABS;1;72;11.645174042085092;9.171896122686544;Fanda;Old Refinery Road;Home;;SUO-KN-ABS-1
18;2015-06-18;13;16;2015-06-16;3236;3345;2;had direct physical contact with the body of the case (alive or dead);4556;414;Nkoyo;Tor;male;watercourse manager (river administrator);52;1962-02-12;single (not living common law);+234-706-9939215;mobile;;;n.tor@snft.net;4556;65;Oyo;OY;Kajola;KEH;12;156;8.132417337941016;3.398481481643536;Oke Oge;Kaduna airport link road;Home;76;Ada;Gobir;female;art glazier and window-pane maker (craft glazier);22;1992-12-09;separated (not living common law);+234-708-5979083;mobile;+234-807-4954617;mobile;a.gobir@sormas-n.edu;4718;65;Oyo;OY;Kajola;KEH;12;318;8.074969923037571;3.2912969486173287;Abule Ojo;gab-akpata street;Home;65;Oyo;OY;Kajola;KEH;12;156;8.132417337941016;3.398481481643536;Oke Oge;Kaduna airport link road;Home;;SUO-OY-KEH-1
18;2015-06-18;14;17;2015-06-17;1564;1790;3;touched or shared the linens, clothes, or dishes of the case;2403;354;Bola;Bozimo;female;foreign exchange clerk;55;1959-12-11;widowed (not living common law);+234-64-9569832;landline;;;b.bozimo@sormas.org;2177;752;Kano;KN;Nassarawa;NSR;6;177;12.035807612154361;8.551722204773592;Giginyu;Adegboyega Street;Home;185;Nta;Mmoh;male;on-line customer services operator;22;1992-03-08;single (not living common law);0703-3197941;mobile;;;nta.mmoh@sormas.org;2485;331;Kano;KN;Tarauni;TRN;7;85;11.96310744475927;8.573656191154603;Kundila Phase 3;Abukuru Link;Home;331;Kano;KN;Tarauni;TRN;7;3;11.96243354694387;8.579317164588264;Daurawa;Oguntimehin Street;Hospital;Zoza Health Post;SUO-KN-TRN-1
18;2015-06-18;15;17;2015-06-17;687;235;3;touched or shared the linens, clothes, or dishes of the case;878;242;Clinton;Imasuen;male;soldier;37;1978-03-18;married (and not separated);+234-818-2934764;mobile;0809-4017219;mobile;clinton.imasuen@snft.ng;1065;268;Kano;KN;Gwarzo;GRZ;3;265;11.89839373263548;8.038008794292995;Riman Taini;Funso Martins Street;Home;339;Abieyuwa;Nwakaeme;female;dancer;32;1983-01-31;married (and not separated);0803-6376752;mobile;0803-8338500;mobile;abieyuwa.nwakaeme@sormas-n.ng;362;735;Kano;KN;Albasu;ABS;1;362;11.60872653899528;8.990009479898466;Sarina;Sonata Street;Home;268;Kano;KN;Gwarzo;GRZ;3;78;11.918289110393609;7.959157463294769;Makada;Okoro Str;Home;;SUO-KN-GRZ-1
19;2015-06-19;0;8;2015-06-08;204;205;3;touched or shared the linens, clothes, or dishes of the case;281;634;Akinola;Dilomprizulike;male;scene painter;27;1987-11-08;separated (not living common law);0801-2999305;mobile;0708-2985636;mobile;a.dilomprizulike@snft.ng;281;735;Kano;KN;Albasu;ABS;1;281;11.642645931260212;8.947526511353761;Tsangaya;Godwin Ekuma Street;Home;703;Obiora;Obasanjo;male;rail vehicle mechanic;61;1954-10-04;separated (not living common law);+234-806-9729385;mobile;0705-7726426;mobile;obiora.obasanjo@sormas.ng;282;735;Kano;KN;Albasu;ABS;1;282;11.713258253606224;9.129138103731849;Daho;Sir Charles Ozoude Street;Home;735;Kano;KN;Albasu;ABS;1;281;11.642645931260212;8.947526511353761;Tsangaya;Godwin Ekuma Street;Home;;SUO-KN-ABS-1
19;2015-06-19;0;8;2015-06-08;771;712;5;;993;230;Oladipo;Waje;male;court executive officer (bailiff);52;1963-05-25;single (not living common law);0708-3043282;mobile;064-7294857;landline;oladipo.waje@sormas.ng;1035;268;Kano;KN;Gwarzo;GRZ;3;235;11.94920867896614;8.023144893306714;Barakai;uwoghiren street;Home;475;Godwin ;Ewang;male;apprentice;16;1998-12-09;single (not living common law);0801-8678399;mobile;+234-64-2667764;landline;g.ewang@sormas.com;993;268;Kano;KN;Gwarzo;GRZ;3;193;11.930217805888944;8.036201844133293;Jamboriji;East Bypass;Home;268;Kano;KN;Gwarzo;GRZ;3;193;11.930217805888944;8.036201844133293;Jamboriji;East Bypass;Home;;SUO-KN-GRZ-1
19;2015-06-19;0;8;2015-06-08;1215;1333;4;slept, ate, or spent time in the same household or room as the case;1767;681;Adejoke;Novia;female;craft glass etcher;45;1970-03-24;single (not living common law);+234-818-6167819;mobile;+234-64-5529882;landline;adejoke.novia@sormas.ng;1727;764;Kano;KN;Kiru;KKU;5;127;11.557222536926982;8.020195966122603;Ungwan Kwalo;EBOH STREET;Home;90;Olatunbosun;Eguavoen;male;police officer;47;1967-08-16;living common law;+234-64-3032647;landline;;;olatunbosun.eguavoen@snft.ng;1847;764;Kano;KN;Kiru;KKU;5;247;11.537138079107457;8.026672146662643;Sarkin Noma Mara;Okigwe Lane;Home;764;Kano;KN;Kiru;KKU;5;167;11.612734211538942;8.220082213135516;Ungwan Mahammadu;Abimbola Street;Hospital;Maraku Health Post;COO-KN-KKU-1
19;2015-06-19;0;8;2015-06-08;1671;1558;3;touched or shared the linens, clothes, or dishes of the case;2238;444;Oshodi;Nwachi;male;ethnographer;49;1965-07-17;divorced (not living common law);0805-3814336;mobile;+234-64-9467276;landline;o.nwachi@ebokon.ng;2146;752;Kano;KN;Nassarawa;NSR;6;146;12.046643338284245;8.557732001915504;Kundila Phase 3;Imo River Street;Home;657;Iyokpesomi;Amueke;female;chemical industries operative (chemical operator);52;1962-06-09;widowed (not living common law);064-6732695;landline;064-6550164;landline;i.amueke@sormas-n.com;2160;752;Kano;KN;Nassarawa;NSR;6;160;12.02739938333542;8.548649787547408;Hausawa;Omoregie Str;Home;752;Kano;KN;Nassarawa;NSR;6;238;12.012143510090612;8.60746889523827;Hausawa;Atiba Road;Restaurant;Fine Time Restaurant;COO-KN-NSR-1
19;2015-06-19;1;8;2015-06-08;167;226;4;slept, ate, or spent time in the same household or room as the case;149;10;Akindela;Disu;male;soldier;22;1993-02-25;divorced (not living common law);+234-813-9660656;mobile;+234-805-5010979;mobile;akindela.disu@ebokon.ng;228;735;Kano;KN;Albasu;ABS;1;228;11.67913055873429;9.04860944711217;Unguwar Kuka;Esigie Avenue;Home;323;Affiong;Afolayan;female;blast-furnaceman or -woman;54;1960-11-22;living common law;+234-813-3190911;mobile;;;affiong.afolayan@snft.net;309;735;Kano;KN;Albasu;ABS;1;309;11.651542713820433;9.041568932660521;Sakwaya;Badaru Street;Home;735;Kano;KN;Albasu;ABS;1;149;11.652702423912586;9.069942944736695;Sayasaya;Diplomatic Drive;Hospital;Garandiya Health Post;SUO-KN-ABS-1
19;2015-06-19;1;8;2015-06-08;654;543;4;slept, ate, or spent time in the same household or room as the case;750;151;Olori;Iworima;female;judge;60;1954-06-11;divorced (not living common law);+234-64-4907622;landline;;;o.iworima@ebokon.ng;1119;268;Kano;KN;Gwarzo;GRZ;3;319;11.918955483759097;8.07107619078884;Kayu;Obiagu Ituku Street;Home;264;Omoregie;Odofin;male;school pupil;17;1998-01-24;married (and not separated);064-7914639;landline;+234-64-4421800;landline;omoregie.odofin@sormas.org;699;296;Kano;KN;Dawakin Tofa;DTF;2;299;12.203504145295256;8.517935192750196;Badume;Obi Akuma Street;Home;296;Kano;KN;Dawakin Tofa;DTF;2;350;12.060683500393454;8.396614797618248;Kera;Eko Club close;Hospital;Gawon Bature Health Post;SUO-KN-DTF-1
19;2015-06-19;1;8;2015-06-08;3451;3514;2;had direct physical contact with the body of the case (alive or dead);4711;145;Chinenyenwa;Onitsha;female;soldier;26;1989-01-14;widowed (not living common law);+234-708-5115237;mobile;;;chinenyenwa.onitsha@ebokon.com;5181;360;Oyo;OY;Irepo;KSH;13;381;8.883365583079517;3.9758346339982418;Odo Ogun;Asemota Street;Home;577;Osagie;Ike;male;soldier;27;1988-01-24;married (and not separated);+234-705-4545739;mobile;;;o.ike@sormas-n.ng;4952;360;Oyo;OY;Irepo;KSH;13;152;9.070816344566932;3.9753111395792686;Odo Ogun;School Close;Home;65;Oyo;OY;Kajola;KEH;12;311;8.004165584348272;3.3535420732130263;Opateye;Obakozuwa Street;Home;;SUO-OY-KEH-1
19;2015-06-19;1;8;2015-06-08;3814;3813;3;touched or shared the linens, clothes, or dishes of the case;5387;246;Ivie;Izonritei;male;removal worker or furniture removal worker;39;1975-01-08;married (and not separated);+234-805-4760452;mobile;;;ivie.izonritei@sormas.net;5388;334;Oyo;OY;Ibadan North West;NRK;14;188;7.3876809941365895;3.8785549588562853;Ibadan;Cameroun Road;Home;307;Ogadinma;Wuraola;male;worker in electrical engineering production;33;1981-11-14;widowed (not living common law);+234-38-8918138;landline;;;ogadinma.wuraola@snft.net;5387;334;Oyo;OY;Ibadan North West;NRK;14;187;7.3710932376986955;3.900074303984737;Adegbite;Damboa Road;Home;334;Oyo;OY;Ibadan North West;NRK;14;187;7.3710932376986955;3.900074303984737;Adegbite;Damboa Road;Home;;SUO-OY-NRK-1
