IdRumor;PlaceIdPlace;PlaceIdLGAGeo;PlaceState;PlaceStateShort;PlaceLGA;PlaceLGAShort;PlaceIdLGA;PlaceIdPlaceLGA;PlaceLon;PlaceLat;PlaceLocality;PlaceStreet;PlaceTypeOfPlace;PlacePlaceName;ROIdPerson;ROFam;ROFirstName;ROLastName;ROSex;ROOccupation;ROAge;ROBirthDate;ROMaritalState;ROPhone1;ROPhone1Type;ROPhone2;ROPhone2Type;ROEMail;ROIdPlace;ROIdLGAGeo;ROState;ROStateShort;ROLGA;ROLGAShort;ROIdLGA;ROIdPlaceLGA;ROLon;ROLat;ROLocality;ROStreet;ROTypeOfPlace;RumorRemark;IdPerson;Fam;FirstName;LastName;Sex;Occupation;Age;BirthDate;MaritalState;Phone1;Phone1Type;Phone2;Phone2Type;EMail;IdPlace;IdLGAGeo;State;StateShort;LGA;LGAShort;IdLGA;IdPlaceLGA;Lon;Lat;Locality;Street;TypeOfPlace;IdUser;Day;EventDate
09280036;984;268;Kano;KN;Gwarzo;GRZ;3;184;11.931526352613659;7.976472416902572;Gomau;Edebor osule close;Home;;700;658;Yewande;Ihenacho;female;physician;36;1979-03-28;married (and not separated);+234-818-3524294;mobile;;;yewande.ihenacho@sormas.ng;974;268;Kano;KN;Gwarzo;GRZ;3;174;11.934258464991562;8.03683899025734;Sabon Gwarzo;Takum - Bukuru Federal Road;Home;This person was standing nearby.;835;85;Yewande;Kwikajet;female;warehouse clerk;29;1985-03-12;single (not living common law);+234-818-6668355;mobile;0813-4245266;mobile;y.kwikajet@sormas-n.ng;832;268;Kano;KN;Gwarzo;GRZ;3;32;11.819441588955723;7.929355965948292;Gudi;Alhaji Lasisi Giwa Close;Home;SUO-KN-GRZ-1;32;2015-07-02
09280036;984;268;Kano;KN;Gwarzo;GRZ;3;184;11.931526352613659;7.976472416902572;Gomau;Edebor osule close;Home;;700;658;Yewande;Ihenacho;female;physician;36;1979-03-28;married (and not separated);+234-818-3524294;mobile;;;yewande.ihenacho@sormas.ng;974;268;Kano;KN;Gwarzo;GRZ;3;174;11.934258464991562;8.03683899025734;Sabon Gwarzo;Takum - Bukuru Federal Road;Home;This person was standing nearby.;846;586;Omotese;Audu;female;beautician (beautician or beauty therapist);18;1996-06-06;single (not living common law);+234-802-7280099;mobile;;;omotese.audu@sormas-n.com;1055;268;Kano;KN;Gwarzo;GRZ;3;255;11.932770845399;8.007213253693108;Unguwar Makera;Zuwa Dodoma Street;Home;SUO-KN-GRZ-1;32;2015-07-02
10250015;1509;766;Kano;KN;Kumbotso;KBT;4;309;11.912672966666484;8.477406233050068;Gandu;Ochumba Street;Home;;955;660;Olubowale;Yaji;male;editor (technical language) or specialist editor;35;1979-11-29;single (not living common law);064-2299588;landline;;;olubowale.yaji@ebokon.ng;1437;766;Kano;KN;Kumbotso;KBT;4;237;11.923975441872223;8.467106664172135;Mai JamaÃ¢ÂÂa;Anthony Ojeikere Street;Home;This person seemed very sick.;1025;237;Ndubuisi;Olofinmoyin;male;special effects engineer (special effects engineer);32;1982-08-19;married (and not separated);+234-809-3338400;mobile;;;ndubuisi.olofinmoyin@ebokon.edu;1430;766;Kano;KN;Kumbotso;KBT;4;230;11.935153141562274;8.57357905338207;Gyadi-Gyadin Kudu;Akpolo Street;Home;SUO-KN-KBT-1;17;2015-06-17
10250015;1509;766;Kano;KN;Kumbotso;KBT;4;309;11.912672966666484;8.477406233050068;Gandu;Ochumba Street;Home;;955;660;Olubowale;Yaji;male;editor (technical language) or specialist editor;35;1979-11-29;single (not living common law);064-2299588;landline;;;olubowale.yaji@ebokon.ng;1437;766;Kano;KN;Kumbotso;KBT;4;237;11.923975441872223;8.467106664172135;Mai JamaÃ¢ÂÂa;Anthony Ojeikere Street;Home;This person was standing nearby.;1031;173;Eniola;Obademi;female;miner;29;1985-12-22;living common law;+234-64-9663443;landline;;;eniola.obademi@ebokon.ng;1581;766;Kano;KN;Kumbotso;KBT;4;381;11.887931154812264;8.571635203193141;Yan Lemo;Oke-Olu Street;Home;SUO-KN-KBT-1;17;2015-06-17
10290003;1431;766;Kano;KN;Kumbotso;KBT;4;231;11.910448778311753;8.454586508620753;Gaida;Memedu Aremu Street;Home;;905;118;Obehi;Adenowo;male;teacher;62;1952-12-19;single (not living common law);0813-5379220;mobile;;;o.adenowo@snft.org;1245;766;Kano;KN;Kumbotso;KBT;4;45;11.8765264979599;8.47041586513177;Maradi;EDOSA STREET;Home;This person has touched the sick one.;1084;538;Iwanabom;Achuzie;female;professional soldier;28;1986-08-07;married (and not separated);+234-64-8524128;landline;064-627718;landline;iwanabom.achuzie@sormas.net;1511;766;Kano;KN;Kumbotso;KBT;4;311;11.940091182942854;8.531426066930134;Ungwan Yamu;Osime Close;Home;RUO-KN-ZZZ-1;9;2015-06-09
10290003;1431;766;Kano;KN;Kumbotso;KBT;4;231;11.910448778311753;8.454586508620753;Gaida;Memedu Aremu Street;Home;;905;118;Obehi;Adenowo;male;teacher;62;1952-12-19;single (not living common law);0813-5379220;mobile;;;o.adenowo@snft.org;1245;766;Kano;KN;Kumbotso;KBT;4;45;11.8765264979599;8.47041586513177;Maradi;EDOSA STREET;Home;This person has touched the sick one.;1142;390;Adebowale;Egwuekwe;male;soldier;40;1975-09-04;married (and not separated);+234-813-2045490;mobile;0703-5854482;mobile;a.egwuekwe@ebokon.ng;1323;766;Kano;KN;Kumbotso;KBT;4;123;11.941485648556082;8.50177488584333;Waratalla;Bida Road;Home;RUO-KN-ZZZ-1;9;2015-06-09
10290003;1431;766;Kano;KN;Kumbotso;KBT;4;231;11.910448778311753;8.454586508620753;Gaida;Memedu Aremu Street;Home;;905;118;Obehi;Adenowo;male;teacher;62;1952-12-19;single (not living common law);0813-5379220;mobile;;;o.adenowo@snft.org;1245;766;Kano;KN;Kumbotso;KBT;4;45;11.8765264979599;8.47041586513177;Maradi;EDOSA STREET;Home;This person seemed very sick.;1029;22;Adama;Sule;female;burial service;60;1955-01-31;married (and not separated);+234-706-7597827;mobile;;;a.sule@sormas.ng;1215;766;Kano;KN;Kumbotso;KBT;4;15;11.918048525581632;8.576324952707843;Walawai;Imina close;Home;RUO-KN-ZZZ-1;9;2015-06-09
10290003;1431;766;Kano;KN;Kumbotso;KBT;4;231;11.910448778311753;8.454586508620753;Gaida;Memedu Aremu Street;Home;;905;118;Obehi;Adenowo;male;teacher;62;1952-12-19;single (not living common law);0813-5379220;mobile;;;o.adenowo@snft.org;1245;766;Kano;KN;Kumbotso;KBT;4;45;11.8765264979599;8.47041586513177;Maradi;EDOSA STREET;Home;This person was standing nearby.;865;85;Arome;Kwikajet;male;police officer;47;1967-06-06;married (and not separated);0805-5285050;mobile;+234-708-7572499;mobile;arome.kwikajet@ebokon.com;1204;766;Kano;KN;Kumbotso;KBT;4;4;11.954780981367467;8.521878563594434;Gyadi-Gyadin Kudu;Benz Road;Home;RUO-KN-ZZZ-1;9;2015-06-09
10290003;1431;766;Kano;KN;Kumbotso;KBT;4;231;11.910448778311753;8.454586508620753;Gaida;Memedu Aremu Street;Home;;905;118;Obehi;Adenowo;male;teacher;62;1952-12-19;single (not living common law);0813-5379220;mobile;;;o.adenowo@snft.org;1245;766;Kano;KN;Kumbotso;KBT;4;45;11.8765264979599;8.47041586513177;Maradi;EDOSA STREET;Home;This person was standing nearby.;943;2;Ijeoma;Elias;female;burial service;22;1993-04-05;single (not living common law);064-7827392;landline;;;ijeoma.elias@sormas-n.org;1347;766;Kano;KN;Kumbotso;KBT;4;147;11.937990418895886;8.482587227137527;Unguwar Turawa;Oshola Street;Home;RUO-KN-ZZZ-1;9;2015-06-09
10290003;1431;766;Kano;KN;Kumbotso;KBT;4;231;11.910448778311753;8.454586508620753;Gaida;Memedu Aremu Street;Home;;905;118;Obehi;Adenowo;male;teacher;62;1952-12-19;single (not living common law);0813-5379220;mobile;;;o.adenowo@snft.org;1245;766;Kano;KN;Kumbotso;KBT;4;45;11.8765264979599;8.47041586513177;Maradi;EDOSA STREET;Home;This person was standing nearby.;973;269;Obano;Fadahunsi;male;teacher;25;1990-03-30;divorced (not living common law);0805-8456228;mobile;;;obano.fadahunsi@snft.ng;1437;766;Kano;KN;Kumbotso;KBT;4;237;11.923975441872223;8.467106664172135;Mai JamaÃ¢ÂÂa;Anthony Ojeikere Street;Home;RUO-KN-ZZZ-1;9;2015-06-09
11990050;1427;766;Kano;KN;Kumbotso;KBT;4;227;11.95171596054977;8.506535893579054;Yan Kusa;Elbe Close;Home;;1023;728;Njideka;Imogie;female;student;19;1996-03-17;single (not living common law);064-9819514;landline;;;n.imogie@sormas-n.org;1428;766;Kano;KN;Kumbotso;KBT;4;228;11.891885709895021;8.515242379128326;Gyadi-Gyadin Kudu;Anazodo Crescent;Home;This person has touched the sick one.;969;227;Ayorogbami;Ishiaku;male;building fitter (building locksmith);38;1977-04-15;married (and not separated);+234-809-9150378;mobile;;;ayorogbami.ishiaku@sormas-n.org;1309;766;Kano;KN;Kumbotso;KBT;4;109;11.93529675930666;8.53887689081683;Ungwan Yamu;Abuja Road;Home;SUO-KN-KBT-1;43;2015-07-13
11990050;1427;766;Kano;KN;Kumbotso;KBT;4;227;11.95171596054977;8.506535893579054;Yan Kusa;Elbe Close;Home;;1023;728;Njideka;Imogie;female;student;19;1996-03-17;single (not living common law);064-9819514;landline;;;n.imogie@sormas-n.org;1428;766;Kano;KN;Kumbotso;KBT;4;228;11.891885709895021;8.515242379128326;Gyadi-Gyadin Kudu;Anazodo Crescent;Home;This person seemed very sick.;1199;84;Anika;Brann;female;astronomer;37;1977-12-31;married (and not separated);0703-4615109;mobile;;;anika.brann@sormas.ng;1664;764;Kano;KN;Kiru;KKU;5;64;11.636981239506014;8.197684909797768;Madaki;Iwehen Lane;Home;SUO-KN-KBT-1;43;2015-07-13
11990050;1427;766;Kano;KN;Kumbotso;KBT;4;227;11.95171596054977;8.506535893579054;Yan Kusa;Elbe Close;Home;;1023;728;Njideka;Imogie;female;student;19;1996-03-17;single (not living common law);064-9819514;landline;;;n.imogie@sormas-n.org;1428;766;Kano;KN;Kumbotso;KBT;4;228;11.891885709895021;8.515242379128326;Gyadi-Gyadin Kudu;Anazodo Crescent;Home;This person was standing nearby.;863;759;Badoola;Adenihun;male;power engineering specialist ;50;1965-05-23;married (and not separated);064-7238818;landline;0809-4482673;mobile;b.adenihun@sormas-n.ng;1431;766;Kano;KN;Kumbotso;KBT;4;231;11.910448778311753;8.454586508620753;Gaida;Memedu Aremu Street;Home;SUO-KN-KBT-1;43;2015-07-13
11990050;1427;766;Kano;KN;Kumbotso;KBT;4;227;11.95171596054977;8.506535893579054;Yan Kusa;Elbe Close;Home;;1023;728;Njideka;Imogie;female;student;19;1996-03-17;single (not living common law);064-9819514;landline;;;n.imogie@sormas-n.org;1428;766;Kano;KN;Kumbotso;KBT;4;228;11.891885709895021;8.515242379128326;Gyadi-Gyadin Kudu;Anazodo Crescent;Home;This person was standing nearby.;1005;89;Olori;Anka;female;industrial designer (wood and furniture industry);59;1956-04-01;widowed (not living common law);+234-703-8122134;mobile;+234-806-6473263;mobile;olori.anka@snft.ng;1483;766;Kano;KN;Kumbotso;KBT;4;283;11.949002860333064;8.45596224840176;Chalawa;Independence Avenue;Home;SUO-KN-KBT-1;43;2015-07-13
11990050;1427;766;Kano;KN;Kumbotso;KBT;4;227;11.95171596054977;8.506535893579054;Yan Kusa;Elbe Close;Home;;1023;728;Njideka;Imogie;female;student;19;1996-03-17;single (not living common law);064-9819514;landline;;;n.imogie@sormas-n.org;1428;766;Kano;KN;Kumbotso;KBT;4;228;11.891885709895021;8.515242379128326;Gyadi-Gyadin Kudu;Anazodo Crescent;Home;This person was standing nearby.;1047;344;Fanique;Ohen;female;musicologist;36;1978-09-19;married (and not separated);+234-805-6744082;mobile;;;fanique.ohen@sormas-n.org;1458;766;Kano;KN;Kumbotso;KBT;4;258;11.951395430359245;8.537808586545667;Sabuwar Zara;Sulu Bolaji Street;Home;SUO-KN-KBT-1;43;2015-07-13
11990050;1427;766;Kano;KN;Kumbotso;KBT;4;227;11.95171596054977;8.506535893579054;Yan Kusa;Elbe Close;Home;;1023;728;Njideka;Imogie;female;student;19;1996-03-17;single (not living common law);064-9819514;landline;;;n.imogie@sormas-n.org;1428;766;Kano;KN;Kumbotso;KBT;4;228;11.891885709895021;8.515242379128326;Gyadi-Gyadin Kudu;Anazodo Crescent;Home;This person was standing nearby.;1082;693;Eniola;Ojokolo;female;soldier;50;1964-06-16;single (not living common law);+234-64-1980727;landline;;;eniola.ojokolo@sormas.ng;1509;766;Kano;KN;Kumbotso;KBT;4;309;11.912672966666484;8.477406233050068;Gandu;Ochumba Street;Home;SUO-KN-KBT-1;43;2015-07-13
12380053;1151;268;Kano;KN;Gwarzo;GRZ;3;351;11.89773054163206;8.023905500828127;Husure;Woji Road;Home;;814;90;Obehi;Eguavoen;male;teacher;57;1958-06-03;separated (not living common law);+234-805-3579968;mobile;+234-708-5994984;mobile;o.eguavoen@ebokon.com;1137;268;Kano;KN;Gwarzo;GRZ;3;337;11.857070442786675;7.900109416841423;Makauraci;Akinbo Street;Home;This person has touched the sick one.;711;154;Oyindamola;Imoke;female;water supply and distribution equipment operator;20;1994-09-09;single (not living common law);+234-801-7481146;mobile;;;o.imoke@sormas.net;1146;268;Kano;KN;Gwarzo;GRZ;3;346;11.92870708161347;8.019438686585438;Gupan Tumo;Edomwandagbo close;Home;SUO-KN-GRZ-1;44;2015-07-14
12380053;1151;268;Kano;KN;Gwarzo;GRZ;3;351;11.89773054163206;8.023905500828127;Husure;Woji Road;Home;;814;90;Obehi;Eguavoen;male;teacher;57;1958-06-03;separated (not living common law);+234-805-3579968;mobile;+234-708-5994984;mobile;o.eguavoen@ebokon.com;1137;268;Kano;KN;Gwarzo;GRZ;3;337;11.857070442786675;7.900109416841423;Makauraci;Akinbo Street;Home;This person has touched the sick one.;999;79;Okwong;Oshikoya;male;burial service;64;1950-08-24;married (and not separated);064-585119;landline;+234-64-6360068;landline;o.oshikoya@snft.ng;1467;766;Kano;KN;Kumbotso;KBT;4;267;11.9370628436722;8.44196885978479;Challawa;Park Road;Home;SUO-KN-GRZ-1;44;2015-07-14
12380053;1151;268;Kano;KN;Gwarzo;GRZ;3;351;11.89773054163206;8.023905500828127;Husure;Woji Road;Home;;814;90;Obehi;Eguavoen;male;teacher;57;1958-06-03;separated (not living common law);+234-805-3579968;mobile;+234-708-5994984;mobile;o.eguavoen@ebokon.com;1137;268;Kano;KN;Gwarzo;GRZ;3;337;11.857070442786675;7.900109416841423;Makauraci;Akinbo Street;Home;This person seemed very sick.;1238;288;Asuquo;Brigidi;male;nurse;47;1967-12-27;married (and not separated);+234-703-5880272;mobile;;;asuquo.brigidi@ebokon.edu;1874;764;Kano;KN;Kiru;KKU;5;274;11.754332052550808;8.125845208801618;Gidan Mallm Yako;Iyede Road;Home;SUO-KN-GRZ-1;44;2015-07-14
12380053;1151;268;Kano;KN;Gwarzo;GRZ;3;351;11.89773054163206;8.023905500828127;Husure;Woji Road;Home;;814;90;Obehi;Eguavoen;male;teacher;57;1958-06-03;separated (not living common law);+234-805-3579968;mobile;+234-708-5994984;mobile;o.eguavoen@ebokon.com;1137;268;Kano;KN;Gwarzo;GRZ;3;337;11.857070442786675;7.900109416841423;Makauraci;Akinbo Street;Home;This person was standing nearby.;587;182;Ighogbetine;Kama;male;school pupil;17;1998-05-26;living common law;064-9151378;landline;;;i.kama@snft.edu;819;268;Kano;KN;Gwarzo;GRZ;3;19;11.990180053600845;7.93384112231662;Mahuta;Sam Eze  Avenue;Home;SUO-KN-GRZ-1;44;2015-07-14
12380053;1151;268;Kano;KN;Gwarzo;GRZ;3;351;11.89773054163206;8.023905500828127;Husure;Woji Road;Home;;814;90;Obehi;Eguavoen;male;teacher;57;1958-06-03;separated (not living common law);+234-805-3579968;mobile;+234-708-5994984;mobile;o.eguavoen@ebokon.com;1137;268;Kano;KN;Gwarzo;GRZ;3;337;11.857070442786675;7.900109416841423;Makauraci;Akinbo Street;Home;This person was standing nearby.;624;221;Ijeoma;Bazighe;female;sales manager;19;1996-04-03;divorced (not living common law);0706-5669410;mobile;+234-708-2828987;mobile;ijeoma.bazighe@sormas-n.net;1057;268;Kano;KN;Gwarzo;GRZ;3;257;11.984920085978873;7.8855771771369465;Unguwan Dabai;Asoro Str;Home;SUO-KN-GRZ-1;44;2015-07-14
12380053;1151;268;Kano;KN;Gwarzo;GRZ;3;351;11.89773054163206;8.023905500828127;Husure;Woji Road;Home;;814;90;Obehi;Eguavoen;male;teacher;57;1958-06-03;separated (not living common law);+234-805-3579968;mobile;+234-708-5994984;mobile;o.eguavoen@ebokon.com;1137;268;Kano;KN;Gwarzo;GRZ;3;337;11.857070442786675;7.900109416841423;Makauraci;Akinbo Street;Home;This person was standing nearby.;705;663;Oluwafunke;Yekini;female;mining rescue worker (mining rescuer);27;1987-08-08;living common law;0807-4153371;mobile;;;oluwafunke.yekini@sormas.ng;885;268;Kano;KN;Gwarzo;GRZ;3;85;11.921048588861755;8.037385798736196;Kafi;Kalambaina Road;Home;SUO-KN-GRZ-1;44;2015-07-14
12590014;1181;268;Kano;KN;Gwarzo;GRZ;3;381;11.897602004941199;8.023340567787562;Gomau;Nupe Road;Home;;613;479;Ok;Etiaba;male;assistant housekeeper (domestic help);44;1970-09-11;divorced (not living common law);0809-6616835;mobile;0708-4077661;mobile;ok.etiaba@sormas-n.ng;1059;268;Kano;KN;Gwarzo;GRZ;3;259;11.974683595213357;7.940135367652884;Sabon Garin Kayyu;Lingu Street;Home;This person seemed very sick.;1259;784;Ikharo;Idoko;male;student;18;1996-09-17;living common law;0805-5202129;mobile;+234-802-7842210;mobile;i.idoko@snft.ng;1788;764;Kano;KN;Kiru;KKU;5;188;11.422626531811305;8.134190241390767;Barau;Lobito Crescent;Home;SUO-KN-GRZ-1;17;2015-06-17
12590014;1181;268;Kano;KN;Gwarzo;GRZ;3;381;11.897602004941199;8.023340567787562;Gomau;Nupe Road;Home;;613;479;Ok;Etiaba;male;assistant housekeeper (domestic help);44;1970-09-11;divorced (not living common law);0809-6616835;mobile;0708-4077661;mobile;ok.etiaba@sormas-n.ng;1059;268;Kano;KN;Gwarzo;GRZ;3;259;11.974683595213357;7.940135367652884;Sabon Garin Kayyu;Lingu Street;Home;This person was standing nearby.;637;630;Olatunji;Rasaki;male;fire officer;37;1978-01-28;single (not living common law);0805-9546271;mobile;064-9888961;landline;olatunji.rasaki@sormas-n.org;1083;268;Kano;KN;Gwarzo;GRZ;3;283;11.905888083984907;7.999026504966646;Ungwan Dankyandi;College Road Ogui;Home;SUO-KN-GRZ-1;17;2015-06-17
12590014;1181;268;Kano;KN;Gwarzo;GRZ;3;381;11.897602004941199;8.023340567787562;Gomau;Nupe Road;Home;;613;479;Ok;Etiaba;male;assistant housekeeper (domestic help);44;1970-09-11;divorced (not living common law);0809-6616835;mobile;0708-4077661;mobile;ok.etiaba@sormas-n.ng;1059;268;Kano;KN;Gwarzo;GRZ;3;259;11.974683595213357;7.940135367652884;Sabon Garin Kayyu;Lingu Street;Home;This person was standing nearby.;737;597;Ikennah;Azikwe;male;tunneller (tunnel builder);41;1974-03-03;separated (not living common law);0818-1532042;mobile;;;ikennah.azikwe@sormas.ng;1030;268;Kano;KN;Gwarzo;GRZ;3;230;11.9742812175594;7.9845775058784705;Unguwan Dabai;Kite Boulvard;Home;SUO-KN-GRZ-1;17;2015-06-17
12650024;1668;764;Kano;KN;Kiru;KKU;5;68;11.456676840863842;8.177141821286341;Figi;Chief Okwuba Close;Hospital;Ba'Awa Health Post;1422;721;Precious;Olunloyo;female;piano tuner;57;1958-01-27;living common law;0801-2067672;mobile;0818-5277389;mobile;p.olunloyo@ebokon.edu;1975;764;Kano;KN;Kiru;KKU;5;375;11.684174813760809;8.207631113646269;Dan Mako;Oronsaye Street;Home;This person has touched the sick one.;1316;776;Ezinas;Beete;female;hardener;50;1964-08-10;living common law;0806-9473020;mobile;+234-706-4546080;mobile;ezinas.beete@ebokon.org;1620;764;Kano;KN;Kiru;KKU;5;20;11.536670287417389;8.172125055555346;Ungwan Sadiku;Oban Close;Home;SUO-KN-KKU-1;24;2015-06-24
12650024;1668;764;Kano;KN;Kiru;KKU;5;68;11.456676840863842;8.177141821286341;Figi;Chief Okwuba Close;Hospital;Ba'Awa Health Post;1422;721;Precious;Olunloyo;female;piano tuner;57;1958-01-27;living common law;0801-2067672;mobile;0818-5277389;mobile;p.olunloyo@ebokon.edu;1975;764;Kano;KN;Kiru;KKU;5;375;11.684174813760809;8.207631113646269;Dan Mako;Oronsaye Street;Home;This person seemed very sick.;1265;672;Bukola;Babangida;female;conductor (tram or bus);55;1960-05-18;divorced (not living common law);+234-703-2038195;mobile;;;bukola.babangida@sormas.ng;1611;764;Kano;KN;Kiru;KKU;5;11;11.698294914049162;8.15133714123085;Zare;frienship street;Home;SUO-KN-KKU-1;24;2015-06-24
12650024;1668;764;Kano;KN;Kiru;KKU;5;68;11.456676840863842;8.177141821286341;Figi;Chief Okwuba Close;Hospital;Ba'Awa Health Post;1422;721;Precious;Olunloyo;female;piano tuner;57;1958-01-27;living common law;0801-2067672;mobile;0818-5277389;mobile;p.olunloyo@ebokon.edu;1975;764;Kano;KN;Kiru;KKU;5;375;11.684174813760809;8.207631113646269;Dan Mako;Oronsaye Street;Home;This person was standing nearby.;1201;92;Akinola;Shanu;male;lithographer;58;1957-01-17;divorced (not living common law);+234-703-6263310;mobile;+234-802-6382931;mobile;akinola.shanu@sormas.edu;1725;764;Kano;KN;Kiru;KKU;5;125;11.554888357852205;8.113498096582656;Shinkitua;Denten Street;Home;SUO-KN-KKU-1;24;2015-06-24
12650024;1668;764;Kano;KN;Kiru;KKU;5;68;11.456676840863842;8.177141821286341;Figi;Chief Okwuba Close;Hospital;Ba'Awa Health Post;1422;721;Precious;Olunloyo;female;piano tuner;57;1958-01-27;living common law;0801-2067672;mobile;0818-5277389;mobile;p.olunloyo@ebokon.edu;1975;764;Kano;KN;Kiru;KKU;5;375;11.684174813760809;8.207631113646269;Dan Mako;Oronsaye Street;Home;This person was standing nearby.;1211;298;Kaneng;Nzekwu;female;railway guard (guard);54;1960-07-20;married (and not separated);0803-2794614;mobile;+234-806-1245468;mobile;k.nzekwu@sormas.org;1681;764;Kano;KN;Kiru;KKU;5;81;11.690592504089055;8.183754838947877;Ringin Mauam;Nwangwu Street;Home;SUO-KN-KKU-1;24;2015-06-24
12650024;1668;764;Kano;KN;Kiru;KKU;5;68;11.456676840863842;8.177141821286341;Figi;Chief Okwuba Close;Hospital;Ba'Awa Health Post;1422;721;Precious;Olunloyo;female;piano tuner;57;1958-01-27;living common law;0801-2067672;mobile;0818-5277389;mobile;p.olunloyo@ebokon.edu;1975;764;Kano;KN;Kiru;KKU;5;375;11.684174813760809;8.207631113646269;Dan Mako;Oronsaye Street;Home;This person was standing nearby.;1360;345;Onoyem;Ogugua;male;marine engineer (ship's engineer and machine operator);62;1952-01-06;married (and not separated);064-6872415;landline;+234-64-5966570;landline;o.ogugua@sormas-n.com;1854;764;Kano;KN;Kiru;KKU;5;254;11.523910555742404;8.120545814984343;Arna;Irekhe Road;Home;SUO-KN-KKU-1;24;2015-06-24
12730003;1443;766;Kano;KN;Kumbotso;KBT;4;243;11.923838240523118;8.511934240471742;Gurjiya;Ekulu Avenue;Home;;1026;273;Azuka;Akwashiki;male;artistic promotions manager;30;1984-11-29;widowed (not living common law);+234-64-3896354;landline;;;azuka.akwashiki@sormas.edu;1431;766;Kano;KN;Kumbotso;KBT;4;231;11.910448778311753;8.454586508620753;Gaida;Memedu Aremu Street;Home;This person has touched the sick one.;1088;441;Olubowale;Iwuji;male;storekeeper (warehouse keeper);51;1964-03-14;living common law;+234-806-8059934;mobile;;;o.iwuji@sormas.ng;1483;766;Kano;KN;Kumbotso;KBT;4;283;11.949002860333064;8.45596224840176;Chalawa;Independence Avenue;Home;RUO-KN-ZZZ-1;9;2015-06-09
12730003;1443;766;Kano;KN;Kumbotso;KBT;4;243;11.923838240523118;8.511934240471742;Gurjiya;Ekulu Avenue;Home;;1026;273;Azuka;Akwashiki;male;artistic promotions manager;30;1984-11-29;widowed (not living common law);+234-64-3896354;landline;;;azuka.akwashiki@sormas.edu;1431;766;Kano;KN;Kumbotso;KBT;4;231;11.910448778311753;8.454586508620753;Gaida;Memedu Aremu Street;Home;This person seemed very sick.;1273;374;Nkimdi;Fatai;male;livestock farmer;49;1965-06-17;widowed (not living common law);+234-801-4532902;mobile;;;nkimdi.fatai@ebokon.ng;1764;764;Kano;KN;Kiru;KKU;5;164;11.610406609261045;8.174230436272483;Gwanki;Oba Aladejobi Street;Home;RUO-KN-ZZZ-1;9;2015-06-09
12730003;1443;766;Kano;KN;Kumbotso;KBT;4;243;11.923838240523118;8.511934240471742;Gurjiya;Ekulu Avenue;Home;;1026;273;Azuka;Akwashiki;male;artistic promotions manager;30;1984-11-29;widowed (not living common law);+234-64-3896354;landline;;;azuka.akwashiki@sormas.edu;1431;766;Kano;KN;Kumbotso;KBT;4;231;11.910448778311753;8.454586508620753;Gaida;Memedu Aremu Street;Home;This person was standing nearby.;1037;365;Chinue;Bird;female;printing technician;45;1969-12-31;married (and not separated);+234-801-5723978;mobile;064-8244398;landline;c.bird@snft.com;1511;766;Kano;KN;Kumbotso;KBT;4;311;11.940091182942854;8.531426066930134;Ungwan Yamu;Osime Close;Home;RUO-KN-ZZZ-1;9;2015-06-09
12730003;1443;766;Kano;KN;Kumbotso;KBT;4;243;11.923838240523118;8.511934240471742;Gurjiya;Ekulu Avenue;Home;;1026;273;Azuka;Akwashiki;male;artistic promotions manager;30;1984-11-29;widowed (not living common law);+234-64-3896354;landline;;;azuka.akwashiki@sormas.edu;1431;766;Kano;KN;Kumbotso;KBT;4;231;11.910448778311753;8.454586508620753;Gaida;Memedu Aremu Street;Home;This person was standing nearby.;1073;730;Gberbo;Chidozie;female;police officer;45;1969-07-17;married (and not separated);0705-1231260;mobile;;;gberbo.chidozie@ebokon.net;1251;766;Kano;KN;Kumbotso;KBT;4;51;11.946172553307559;8.568342460645457;Unguwar Geza;IBB Way ( Ibrahim Badamasi Babangida );Home;RUO-KN-ZZZ-1;9;2015-06-09
12730003;1443;766;Kano;KN;Kumbotso;KBT;4;243;11.923838240523118;8.511934240471742;Gurjiya;Ekulu Avenue;Home;;1026;273;Azuka;Akwashiki;male;artistic promotions manager;30;1984-11-29;widowed (not living common law);+234-64-3896354;landline;;;azuka.akwashiki@sormas.edu;1431;766;Kano;KN;Kumbotso;KBT;4;231;11.910448778311753;8.454586508620753;Gaida;Memedu Aremu Street;Home;This person was standing nearby.;1092;510;Mujee Bot;Kingdom;female;choreographer;56;1958-07-13;divorced (not living common law);+234-64-1468779;landline;0802-3467695;mobile;m.kingdom@sormas.edu;1309;766;Kano;KN;Kumbotso;KBT;4;109;11.93529675930666;8.53887689081683;Ungwan Yamu;Abuja Road;Home;RUO-KN-ZZZ-1;9;2015-06-09
12730003;1443;766;Kano;KN;Kumbotso;KBT;4;243;11.923838240523118;8.511934240471742;Gurjiya;Ekulu Avenue;Home;;1026;273;Azuka;Akwashiki;male;artistic promotions manager;30;1984-11-29;widowed (not living common law);+234-64-3896354;landline;;;azuka.akwashiki@sormas.edu;1431;766;Kano;KN;Kumbotso;KBT;4;231;11.910448778311753;8.454586508620753;Gaida;Memedu Aremu Street;Home;This person was standing nearby.;1148;603;Chimere;Oladele;male;packer;24;1991-01-01;living common law;0801-5069273;mobile;;;chimere.oladele@ebokon.ng;1286;766;Kano;KN;Kumbotso;KBT;4;86;11.947379713688932;8.534087116538995;Gra;Npogu Cresent;Home;RUO-KN-ZZZ-1;9;2015-06-09
